,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
5314,RP98585,Arizona,7610.203455,No,Extended,Master,1/27/11,Employed,M,38086,Urban,Married,96,17,10,0,7,Personal Auto,Personal L3,Offer4,Agent,243.237741,Two-Door Car,Medsize
824,VN79010,California,8547.586142,No,Basic,High School or Below,2/24/11,Employed,F,51179,Suburban,Married,71,10,25,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,466.176731,Four-Door Car,Small
6754,VY23882,Arizona,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize
2649,HY25004,Arizona,4549.079221,No,Basic,High School or Below,10/1/2011,Unemployed,F,0,Suburban,Married,62,12,53,0,3,Personal Auto,Personal L3,Offer2,Call Center,639.758314,Two-Door Car,Medsize
2177,WC65050,California,2811.956395,No,Basic,Master,2/16/11,Employed,F,62537,Suburban,Divorced,71,19,64,1,1,Personal Auto,Personal L2,Offer1,Branch,354.199664,Two-Door Car,Medsize
8262,ZZ20738,California,9000.439546,No,Basic,High School or Below,1/28/11,Employed,F,28108,Suburban,Married,114,6,27,0,3,Personal Auto,Personal L2,Offer4,Agent,547.2,Sports Car,Medsize
1485,FS49381,Oregon,4784.960513,No,Basic,Bachelor,1/26/11,Employed,F,25813,Urban,Divorced,61,16,97,0,8,Personal Auto,Personal L1,Offer3,Agent,205.332749,Four-Door Car,Medsize
1913,GD87742,Oregon,14140.55885,No,Basic,College,1/26/11,Employed,F,58988,Suburban,Married,118,3,76,0,2,Personal Auto,Personal L3,Offer2,Web,566.4,Sports Car,Medsize
66,FL82372,Oregon,8672.194272,No,Basic,College,1/26/11,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize
412,SV50502,Oregon,5595.835041,No,Basic,Master,1/22/11,Employed,F,79189,Suburban,Married,69,6,97,0,4,Corporate Auto,Corporate L2,Offer4,Branch,331.2,Four-Door Car,Medsize
8419,ON72594,California,11776.00378,No,Extended,Master,2/26/11,Employed,F,58881,Urban,Married,97,8,51,0,2,Personal Auto,Personal L2,Offer4,Branch,354.885018,Four-Door Car,Medsize
4183,VC64410,Arizona,2491.257604,Yes,Basic,High School or Below,12/2/2011,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize
2569,EI58852,Arizona,21205.37785,No,Extended,High School or Below,11/2/2011,Employed,F,24930,Suburban,Married,76,7,16,0,2,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize
3601,IM30965,Oregon,2545.070274,No,Basic,High School or Below,2/15/11,Employed,M,71868,Suburban,Single,65,6,61,0,1,Corporate Auto,Corporate L3,Offer4,Agent,312.0,Four-Door Car,Small
792,NE60110,Arizona,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize
4632,CE41738,Oregon,2885.002508,No,Basic,College,1/21/11,Employed,F,77748,Rural,Married,72,1,51,0,1,Personal Auto,Personal L3,Offer2,Branch,7.214579,Two-Door Car,Medsize
4494,HC52114,California,4344.99018,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,63,21,27,0,4,Corporate Auto,Corporate L1,Offer3,Branch,462.63613,Four-Door Car,Small
3189,MY11682,California,7098.017093,No,Basic,Bachelor,2/17/11,Employed,M,37511,Urban,Married,185,14,93,2,1,Personal Auto,Personal L3,Offer3,Call Center,579.467191,Luxury Car,Medsize
408,HB67642,Arizona,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L1,Offer2,Agent,523.2,Sports Car,Medsize
6881,JZ64443,Washington,4705.589393,No,Extended,Bachelor,6/2/2011,Unemployed,F,0,Suburban,Single,78,21,23,3,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,Large
6865,LO28839,California,4723.449803,No,Basic,Bachelor,5/2/2011,Employed,F,29193,Suburban,Married,61,0,47,3,9,Corporate Auto,Corporate L3,Offer3,Branch,292.8,Four-Door Car,Medsize
4492,XS30210,Arizona,10359.01985,No,Basic,College,12/2/2011,Employed,M,84583,Urban,Married,65,6,50,0,2,Corporate Auto,Corporate L1,Offer2,Branch,238.868659,Four-Door Car,Small
3137,EC94366,Oregon,3776.320768,No,Extended,Doctor,12/2/2011,Medical Leave,M,20101,Urban,Married,96,28,44,0,1,Corporate Auto,Corporate L2,Offer2,Agent,291.536748,Four-Door Car,Medsize
8272,LO48748,Oregon,7485.356469,No,Extended,Master,1/30/11,Employed,F,26380,Rural,Single,96,29,70,0,4,Personal Auto,Personal L1,Offer2,Web,177.36984,Four-Door Car,Large
731,UG79499,Washington,11681.37428,No,Extended,Bachelor,2/26/11,Employed,M,70930,Rural,Divorced,99,2,21,0,2,Personal Auto,Personal L1,Offer1,Agent,190.43446,Four-Door Car,Medsize
2922,GL32197,Oregon,5068.264582,No,Basic,College,7/2/2011,Employed,M,31475,Rural,Married,64,6,3,1,3,Personal Auto,Personal L2,Offer3,Call Center,22.962412,Four-Door Car,Medsize
1324,PN22481,Oregon,2215.912948,No,Basic,College,6/1/2011,Unemployed,M,0,Suburban,Single,66,21,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Medsize
5491,CZ72326,Oregon,8456.268179,No,Extended,High School or Below,1/14/11,Unemployed,F,0,Suburban,Single,90,14,16,3,2,Corporate Auto,Corporate L3,Offer1,Agent,648.0,Two-Door Car,Medsize
3826,BO94261,Arizona,7550.867469,No,Basic,Doctor,1/20/11,Unemployed,M,0,Rural,Married,68,32,15,1,2,Personal Auto,Personal L1,Offer2,Call Center,100.212651,Four-Door Car,Medsize
6737,MR46875,Washington,4860.580033,No,Basic,Master,1/13/11,Employed,M,41126,Urban,Divorced,61,28,89,0,8,Corporate Auto,Corporate L2,Offer3,Call Center,199.281404,Four-Door Car,Medsize
2113,PU92298,Arizona,7956.152761,No,Basic,Bachelor,1/27/11,Medical Leave,F,22699,Suburban,Married,74,11,76,4,2,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Medsize
3096,KV53202,California,3031.399321,No,Extended,High School or Below,9/2/2011,Unemployed,F,0,Suburban,Single,86,7,31,0,1,Corporate Auto,Corporate L1,Offer2,Branch,619.2,Two-Door Car,Medsize
6556,TE35954,Arizona,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12,89,0,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small
8400,JF32940,Oregon,15663.65604,No,Extended,Bachelor,12/1/2011,Employed,F,31789,Rural,Married,130,11,65,0,2,Personal Auto,Personal L2,Offer2,Agent,316.418786,SUV,Small
7990,YP53257,Oregon,10179.71704,Yes,Premium,Bachelor,5/1/2011,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1300.8,Luxury SUV,Medsize
4329,OT40088,Oregon,9904.977027,No,Basic,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,66,1,73,0,2,Personal Auto,Personal L3,Offer1,Web,475.2,Four-Door Car,Small
2794,GM98732,California,7902.681227,No,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,106,21,25,0,9,Personal Auto,Personal L2,Offer1,Agent,634.396608,SUV,Small
111,YQ74870,Washington,7556.24034,No,Extended,High School or Below,12/2/2011,Employed,M,35257,Suburban,Divorced,98,16,2,1,8,Corporate Auto,Corporate L2,Offer2,Web,470.4,Four-Door Car,Small
1602,KN87338,Oregon,2726.392968,No,Basic,High School or Below,2/19/11,Employed,F,48039,Rural,Married,68,4,37,0,1,Personal Auto,Personal L2,Offer4,Branch,11.451889,Four-Door Car,Medsize
7160,BM55732,Nevada,8337.194193,No,Basic,High School or Below,2/16/11,Employed,F,74460,Suburban,Married,69,3,25,0,2,Corporate Auto,Corporate L2,Offer4,Web,331.2,Two-Door Car,Medsize
4675,FZ45665,Oregon,6500.409697,No,Basic,Bachelor,3/1/2011,Unemployed,F,0,Suburban,Single,61,13,37,0,2,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
2099,HE15857,Washington,6186.265217,No,Extended,Bachelor,2/18/11,Employed,M,37138,Suburban,Single,83,12,1,2,9,Personal Auto,Personal L3,Offer1,Call Center,417.28389,Two-Door Car,Medsize
253,OD76309,Washington,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small
4882,SM42728,California,15925.05739,No,Extended,College,2/2/2011,Employed,M,34455,Suburban,Married,135,8,69,0,2,Personal Auto,Personal L2,Offer2,Call Center,648.0,SUV,Medsize
280,UO98052,Nevada,6158.601171,No,Extended,College,7/1/2011,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal Auto,Personal L2,Offer1,Web,342.481173,Four-Door Car,Medsize
5909,OS75351,Oregon,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L1,Offer1,Branch,425.266308,Four-Door Car,Medsize
8950,HA93483,California,4319.145955,No,Basic,Bachelor,12/2/2011,Disabled,F,11811,Suburban,Married,110,20,20,0,1,Personal Auto,Personal L2,Offer2,Branch,808.618307,Sports Car,Small
7038,TS81548,Oregon,5669.974517,No,Basic,Master,1/13/11,Employed,F,43416,Suburban,Married,70,7,99,0,5,Personal Auto,Personal L3,Offer3,Branch,336.0,Four-Door Car,Medsize
7534,YQ95507,Oregon,2535.223185,No,Basic,High School or Below,2/26/11,Employed,F,69259,Suburban,Divorced,63,3,30,0,1,Personal Auto,Personal L3,Offer3,Call Center,362.51794,Four-Door Car,Small
3034,UO40192,Nevada,5544.909083,No,Basic,High School or Below,5/2/2011,Employed,M,79619,Urban,Married,71,3,34,3,6,Personal Auto,Personal L3,Offer2,Web,280.89705,Four-Door Car,Large
2599,JC80093,Washington,2572.506605,No,Basic,Master,7/1/2011,Employed,M,21104,Rural,Divorced,66,34,74,0,1,Personal Auto,Personal L3,Offer4,Branch,118.454974,Four-Door Car,Medsize
5134,UX93878,Oregon,8513.697414,No,Basic,Bachelor,1/16/11,Employed,F,34505,Urban,Married,106,13,44,0,9,Personal Auto,Personal L3,Offer1,Branch,359.861348,SUV,Small
8325,FD14790,Oregon,18196.63824,No,Extended,Bachelor,10/2/2011,Employed,M,57177,Suburban,Married,92,14,51,0,2,Personal Auto,Personal L1,Offer4,Branch,441.6,Four-Door Car,Small
5572,TW62773,Washington,6969.880958,No,Extended,High School or Below,2/14/11,Disabled,F,27604,Suburban,Married,92,20,45,1,9,Corporate Auto,Corporate L3,Offer2,Agent,441.6,Two-Door Car,Medsize
561,QP80741,Washington,6048.574243,No,Basic,College,1/1/2011,Unemployed,F,0,Suburban,Married,61,17,71,3,2,Corporate Auto,Corporate L1,Offer3,Agent,292.8,Four-Door Car,Medsize
8102,DH18269,Arizona,10614.64457,No,Extended,College,1/13/11,Medical Leave,M,16040,Suburban,Divorced,96,29,93,0,2,Personal Auto,Personal L3,Offer1,Branch,611.476898,Two-Door Car,Medsize
7886,YU39743,Oregon,16159.54237,No,Extended,College,1/30/11,Employed,M,29593,Suburban,Married,137,15,52,0,2,Personal Auto,Personal L3,Offer1,Call Center,657.6,Sports Car,Medsize
8891,YR10848,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize
8164,GY69750,Oregon,5296.838482,No,Basic,Master,1/14/11,Unemployed,M,0,Rural,Divorced,73,33,44,0,3,Personal Auto,Personal L3,Offer1,Branch,152.080908,Four-Door Car,Large
6490,EV66951,Nevada,14032.59376,No,Basic,Master,2/18/11,Unemployed,M,0,Suburban,Married,191,14,94,1,8,Corporate Auto,Corporate L3,Offer2,Web,916.8,Luxury Car,Medsize
2683,QT90140,Arizona,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L2,Offer2,Branch,309.577946,Four-Door Car,Medsize
4087,FV58292,Oregon,5555.830205,Yes,Basic,Bachelor,6/2/2011,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
727,YB33445,Oregon,8982.850377,No,Basic,College,2/13/11,Employed,F,43490,Rural,Married,114,24,63,4,6,Corporate Auto,Corporate L1,Offer1,Call Center,174.588413,SUV,Medsize
262,JU93290,Arizona,17930.60451,No,Basic,College,1/16/11,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Personal Auto,Personal L2,Offer1,Web,326.4,Four-Door Car,Medsize
6694,LZ98947,Nevada,24238.66071,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,109,19,49,2,2,Personal Auto,Personal L1,Offer1,Branch,784.8,SUV,Medsize
232,KO26461,Arizona,32269.85139,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize
1010,TR81766,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small
8925,UW20734,California,3590.693623,No,Extended,College,9/1/2011,Employed,F,82918,Rural,Married,89,28,50,0,1,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small
8481,GL34504,California,9095.15235,No,Premium,High School or Below,1/19/11,Employed,F,65103,Suburban,Married,115,29,41,4,3,Personal Auto,Personal L3,Offer2,Branch,552.0,Four-Door Car,Small
2350,EQ62488,Oregon,15031.5645,No,Basic,College,1/15/11,Employed,F,59456,Suburban,Married,189,11,7,0,8,Personal Auto,Personal L3,Offer2,Call Center,907.2,Luxury Car,Large
5486,CJ59481,Washington,2837.109178,No,Basic,College,2/28/11,Employed,M,90893,Rural,Married,70,8,82,0,1,Personal Auto,Personal L3,Offer1,Agent,70.712507,Two-Door Car,Medsize
7082,VA63861,California,4967.544169,No,Basic,College,1/24/11,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,297.6,Four-Door Car,Medsize
7099,GE45663,Arizona,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal Auto,Personal L3,Offer2,Web,261.930545,Two-Door Car,Medsize
7423,BQ94892,Oregon,3230.576665,Yes,Extended,College,5/1/2011,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Personal Auto,Personal L2,Offer2,Call Center,207.75186,Four-Door Car,Medsize
8130,XC85830,Oregon,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Corporate Auto,Corporate L3,Offer1,Branch,494.4,Two-Door Car,Medsize
7119,XJ65608,California,5391.775844,No,Basic,College,2/26/11,Employed,F,63633,Suburban,Married,68,16,21,1,8,Corporate Auto,Corporate L1,Offer2,Agent,374.024077,Two-Door Car,Medsize
2000,EG40823,Oregon,4303.471379,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Married,116,6,63,0,1,Personal Auto,Personal L2,Offer1,Agent,765.566699,SUV,Medsize
4182,ST31207,California,5318.89664,Yes,Basic,Bachelor,12/1/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L1,Offer2,Call Center,321.6,Four-Door Car,Small
4047,RC74014,Oregon,4990.343538,No,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,71,3,84,0,6,Special Auto,Special L3,Offer3,Web,849.666647,Two-Door Car,Small
8256,BX24569,California,3567.503755,Yes,Basic,Bachelor,7/1/2011,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize
5891,QH51455,Arizona,4004.5513,No,Premium,College,1/20/11,Unemployed,M,0,Suburban,Married,107,21,65,0,1,Personal Auto,Personal L3,Offer2,Agent,513.6,Four-Door Car,Medsize
7162,RV98208,Arizona,4991.035369,No,Basic,College,1/29/11,Employed,F,54189,Rural,Married,62,11,84,0,3,Personal Auto,Personal L1,Offer1,Agent,29.035528,Two-Door Car,Medsize
3399,EA63660,California,20957.60504,No,Basic,College,1/24/11,Unemployed,F,0,Suburban,Single,118,29,45,0,2,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
1241,MD87746,Oregon,7507.455372,Yes,Basic,College,6/2/2011,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,Medsize
1864,GU96042,California,7988.506358,No,Basic,High School or Below,4/2/2011,Employed,M,58268,Urban,Married,67,12,82,0,2,Corporate Auto,Corporate L3,Offer1,Agent,228.641342,Two-Door Car,Medsize
1281,JQ65500,Oregon,8620.997439,No,Premium,Bachelor,2/24/11,Employed,F,44988,Suburban,Married,108,30,57,0,3,Corporate Auto,Corporate L2,Offer1,Web,518.4,Two-Door Car,Medsize
7245,MO48960,California,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L2,Offer1,Agent,481.025786,Four-Door Car,Medsize
3183,CO12132,California,8879.790017,Yes,Basic,High School or Below,3/2/2011,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small
4858,VS73599,Arizona,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
10,SX51350,California,4738.992022,No,Basic,College,2/21/11,Unemployed,M,0,Suburban,Single,67,23,5,0,3,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,Small
2971,FO74055,California,3086.013544,No,Extended,College,1/16/11,Employed,F,73938,Rural,Married,76,34,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,53.095599,Two-Door Car,Medsize
7342,EA55071,Arizona,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L2,Offer2,Agent,60.036683,Four-Door Car,Medsize
8003,KV56995,Nevada,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large
3048,QG25195,Oregon,4866.647452,No,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Single,68,4,17,0,9,Personal Auto,Personal L3,Offer1,Agent,444.030724,Four-Door Car,Medsize
3116,FK97285,California,3732.305945,No,Extended,High School or Below,2/26/11,Employed,F,75774,Suburban,Married,92,30,55,1,1,Corporate Auto,Corporate L2,Offer2,Web,441.6,Four-Door Car,Medsize
2388,RK53289,California,5646.323845,No,Basic,Bachelor,12/1/2011,Employed,F,39841,Suburban,Single,72,9,40,0,5,Personal Auto,Personal L3,Offer1,Agent,440.128707,Two-Door Car,Small
5594,LN49978,Oregon,4956.620638,No,Basic,Bachelor,9/2/2011,Employed,F,31562,Suburban,Married,66,9,5,4,7,Personal Auto,Personal L2,Offer4,Branch,316.8,Four-Door Car,Medsize
6286,NJ28041,Oregon,13055.57087,No,Premium,High School or Below,1/26/11,Employed,M,58684,Suburban,Married,162,4,77,0,9,Personal Auto,Personal L2,Offer1,Web,1166.4,SUV,Medsize
3659,EL41362,California,5329.12883,No,Basic,College,11/2/2011,Employed,F,99839,Suburban,Married,66,17,12,0,3,Personal Auto,Personal L2,Offer3,Agent,468.203397,Four-Door Car,Small
7006,RO82935,Nevada,7028.940001,No,Basic,High School or Below,12/1/2011,Medical Leave,F,18120,Suburban,Married,63,34,90,4,2,Personal Auto,Personal L3,Offer1,Web,302.4,Two-Door Car,Small
7096,TX13297,California,2396.219292,Yes,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large
4027,FJ62579,Oregon,12285.0473,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Divorced,183,29,65,2,7,Personal Auto,Personal L3,Offer1,Call Center,878.4,Luxury SUV,Small
2823,WD88540,California,3475.07136,No,Extended,High School or Below,1/20/11,Unemployed,M,0,Suburban,Married,96,6,60,0,1,Personal Auto,Personal L1,Offer4,Web,460.8,Two-Door Car,Large
7549,YP71513,Oregon,4879.713235,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,67,7,84,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
900,XM91635,Arizona,2272.335352,No,Basic,High School or Below,5/1/2011,Medical Leave,F,16618,Urban,Single,62,0,40,0,1,Special Auto,Special L2,Offer3,Branch,219.288706,Four-Door Car,Medsize
5608,DP57381,Nevada,20446.6023,No,Extended,College,11/2/2011,Employed,M,71467,Urban,Divorced,86,5,34,0,2,Personal Auto,Personal L2,Offer3,Branch,324.879569,Two-Door Car,Medsize
6289,RV58659,Washington,4422.883059,No,Basic,College,1/20/11,Employed,F,21124,Suburban,Married,112,3,37,0,1,Corporate Auto,Corporate L3,Offer4,Web,733.319294,SUV,Medsize
5558,IR78670,California,8719.125849,No,Premium,Bachelor,2/15/11,Unemployed,M,0,Suburban,Married,116,7,73,1,7,Personal Auto,Personal L3,Offer2,Branch,556.8,Four-Door Car,Large
3839,MU57098,Oregon,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small
4235,NM40177,California,8010.968982,No,Basic,Bachelor,1/27/11,Employed,M,52009,Urban,Married,68,20,29,0,2,Personal Auto,Personal L3,Offer1,Agent,250.416569,Four-Door Car,Medsize
4653,XM69101,Oregon,7601.951104,No,Extended,Bachelor,1/29/11,Employed,M,47519,Urban,Married,96,21,2,0,4,Personal Auto,Personal L1,Offer2,Branch,245.248248,Two-Door Car,Medsize
1705,WH62198,California,2213.187935,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,63,0,66,0,1,Personal Auto,Personal L2,Offer1,Call Center,305.552429,Four-Door Car,Small
2523,MN53151,Oregon,27937.75093,No,Basic,College,5/2/2011,Retired,M,13624,Suburban,Divorced,117,4,11,0,2,Personal Auto,Personal L1,Offer4,Agent,561.6,Sports Car,Medsize
699,PT64580,Washington,4191.966092,No,Basic,Master,1/29/11,Employed,M,77048,Rural,Married,103,20,41,0,1,Personal Auto,Personal L1,Offer2,Agent,141.199465,SUV,Medsize
4507,QL18084,Nevada,18504.2801,No,Extended,Master,2/2/2011,Employed,M,91268,Urban,Married,229,32,62,0,5,Corporate Auto,Corporate L2,Offer2,Agent,737.737825,Luxury Car,Small
